Familia actualizada,Género actualizado,Especie actualizada,Taxa infraespecífico,Autor,MEXUw,Colector,Colectores asociados,N° Colecta,Familia anterior,Género anterior,Especie anterior,Estado,País,Fecha,Día,Mes,Año,Institución,Donaciones,Péstamos/ Exhibiciones,Nombre común,Forma de vida,Parte del árbol donde se realizó la colecta,Altura,DAP,Altura de colecta,N° Fam,Nº Género,,,,,,,,,,,,
Fabaceae,Platymiscium,lasiocarpum, ,Sandwith,MEXUw-2854,"Pérez Jiménez, Luis Alfredo",,NA,,,,Jalisco,México,99/99/1975,NA,NA,1975,NA,,,Granadillo,Árbol,,,,,128,3829,,,,,,,,,,,,
Fabaceae,Platymiscium,pinnatum, ,(Jacq.) Dugand,MEXUw-2855,Cuatrecasas Jose,,NA,,,,Colombia,Colombia,99/99/1943,NA,NA,1943,Fiel Museum of Natural History,,,,Árbol,,18 m,43 cm,,128,3829,,,,,,,,,,,,
Fabaceae,Platymiscium,pinnatum, ,(Jacq.) Dugand,MEXUw-2856,Réjean Drouin,,NA,,,,México,México,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,14 m,,,128,3829,,,,,,,,,,,,
Fabaceae,Platymiscium,sp., ,Vogel,MEXUw-2857,Ortega González M.,,NA,,,,Chiapas,México,99/99/1958,NA,NA,1958,Compañia Maderera Maya,,,"Chulul, hormiguillo",Árbol,,,,,128,3829,,,,,,,,,,,,
Fabaceae,Platymiscium,yucatanum, ,Standl.,MEXUw-2858,Réjean Drouin,,NA,,,,México,México,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,,,,128,3829,,,,,,,,,,,,
Fabaceae,Platymiscium,yucatanum, ,Standl.,MEXUw-2859,Carmona V. Tomás F.,,TFCV- 046,,,,Chiapas,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,Hormiguillo,Árbol,,,,,128,3829,,,,,,,,,,,,
Fabaceae,Platymiscium,yucatanum, ,Standl.,MEXUw-2860,Carmona V. Tomás F.,,TFCV- 048,,,,Chiapas,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,Hormiguillo,Árbol,,,,,128,3829,,,,,,,,,,,,
Fabaceae,Platymiscium,yucatanum, ,Standl.,MEXUw-2861,NA,,NA,,,,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,,Árbol,,12 m,25 cm,,128,3829,,,,,,,,,,,,
Fabaceae,Platymiscium,yucatanum, ,Standl.,MEXUw-2862,NA,,NA,,,,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,,Árbol,,12 m,23 cm,,128,3829,,,,,,,,,,,,
Fabaceae,Platymiscium,yucatanum, ,Standl.,MEXUw-2863,NA,,NA,,,,Quintana Roo,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,,Árbol,,,,,128,3830,,,,,,,,,,,,
Fabaceae,Poeppigia,procera, ,C. Presl,MEXUw-2864,NA,,NA,Caesalpiniaceae,,,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,,,Tengue,Árbol,,,,,128,3569,,,,,,,,,,,,
Fabaceae,Pongamia,pinnata, ,(L.) Pierre,MEXUw-2865,NA,,1486,,,glabra,India,India,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,,,,128,3836,,,,,,,,,,,,
Fabaceae,Neltuma,alba, ,(Spreng.) C.E.Hughes & G.P.Lewis,MEXUw-2866,Réjean Drouin,,NA,Leguminosae,Prosopis,,Argentina,Argentina,1/7/1905,1,7,1905,Fiel Museum of Natural History,,,Algarrobo,Árbol,,,,,128,3454,,,,,,,,,,,,
Fabaceae,Neltuma,chilensis, ,(Molina) C.E.Hughes & G.P.Lewis,MEXUw-2867,Acosta Solís,,NA,Leguminosae,Prosopis,,Ecuador,Ecuador,99/99/1946,NA,NA,1946,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,5 m,27 cm,,128,3454,,,,,,,,,,,,
Fabaceae,Neltuma,chilensis, ,(Molina) C.E.Hughes & G.P.Lewis,MEXUw-2868,NA,,44,Leguminosae,Prosopis,,NA,NA,NA,NA,NA,NA,Réjean Drouin ,,,,Árbol,,,,,128,3454,,,,,,,,,,,,
Fabaceae,Neltuma,juliflora, ,(Sw.) Raf.,MEXUw-2869,Intercambio,,NA,Leguminosae,Prosopis,,México,México,1/7/1905,1,7,1905,"Instituto de Biología, UNAM ",,,Zopilote,Árbol,,,,,128,3454,,,,,,,,,,,,
Fabaceae,Prosopis,laevigata, ,(Humb. & Bonpl. ex Willd.) mC. Johnst.,MEXUw-2870,Réjean Drouin,,79,Leguminosae,,,Jalisco,México,NA,NA,NA,NA,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",,,Mezquite,Árbol,,,,,128,3454,,,,,,,,,,,,
Fabaceae,Prosopis,laevigata, ,(Humb. & Bonpl. ex Willd.) mC. Johnst.,MEXUw-2871,Guridi Gómez L.,Madrigal Sánchez X.,4038,Leguminosae,,,Michoacán,México,1/12/1986,1,12,1986,"Instituto de Biología, UNAM ",,,Mesquite,Árbol,,6 m,32 cm,,128,3454,,,,,,,,,,,,
Fabaceae,Prosopis,laevigata, ,(Humb. & Bonpl. ex Willd.) mC. Johnst.,MEXUw-2872,NA,,NA,Leguminosae,,,Puebla,México,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,,,,128,3454,,,,,,,,,,,,
Fabaceae,Neltuma,nigra, ,(Griseb.) C.E.Hughes & G.P.Lewis,MEXUw-2873,NA,,NA,Leguminosae,Prosopis,,Paraguay,Paraguay,NA,NA,NA,NA,Réjean Drouin ,,,,Árbol,,20 m,40 cm,,128,3454,,,,,,,,,,,,
Fabaceae,Neltuma,nigra, ,(Griseb.) C.E.Hughes & G.P.Lewis,MEXUw-2874,Réjean Drouin,,NA,Leguminosae,Prosopis,,Argentina,Argentina,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,10 m,14 cm,,128,3454,,,,,,,,,,,,
Fabaceae,Neltuma,nigra, ,(Griseb.) C.E.Hughes & G.P.Lewis,MEXUw-2875,Réjean Drouin,,NA,Leguminosae,Prosopis,,Argentina,Argentina,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,,,,128,3454,,,,,,,,,,,,
Fabaceae,Neltuma,nigra, ,(Griseb.) C.E.Hughes & G.P.Lewis,MEXUw-2876,Réjean Drouin,,NA,Leguminosae,Prosopis,,Argentina,Argentina,1/7/1905,1,7,1905,Fiel Museum of Natural History,,,Visnal,Árbol,,,,,128,3454,,,,,,,,,,,,
Fabaceae,Prosopis,ruscifolia, ,(Griseb.) C.E.Hughes & G.P.Lewis,MEXUw-2877,NA,,NA,Leguminosae,,,Paraguay,Paraguay,NA,NA,NA,NA,Réjean Drouin ,,,,Árbol,,,,,128,3454,,,,,,,,,,,,
Fabaceae,Pseudosamanea,guachapele, ,(Kunth) Harms,MEXUw-2878,NA,,NA,Leguminosae,,,Ecuador,Ecuador,1946,NA,NA,1946,Fiel Museum of Natural History,,,,Árbol,,,,,128,3443B,,,,,,,,,,,,
Fabaceae,Pterocarpus,angolensis, ,DC.,MEXUw-2879,Réjean Drouin,,NA,,,,NA,Zaire,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,,,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,angolensis, ,DC.,MEXUw-2880,Harisson,,NA,,,,NA,Zaire,NA,NA,NA,NA,Koninklijk Museum voor Midden-Afrika (Musée Royal de l´ Afrique Centrale),,,,Árbol,,,,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,dalbergioides, ,(Baker) Kuntze,MEXUw-2881,Réjean Drouin,,NA,,,,Andaman,India,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,,,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,indicus, ,R. Vig.,MEXUw-2882,NA,,NA,,,,India,India,NA,NA,NA,NA,Fiel Museum of Natural History,,,Padouk,Árbol,,,,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,indicus, ,R. Vig.,MEXUw-2883,Cadwal Gib Co.,,NA,,,,Filipinas,República de Filipinas,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,Narra,Árbol,,,,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,macrocarpus, ,Kurz,MEXUw-2884,NA,,1487,,,,India,India,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,,,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,marsupium, ,Roxb.,MEXUw-2885,W. Coll. Expos.,,NA,,,,India,India,1893,NA,NA,1893,Fiel Museum of Natural History,,,,Árbol,,15 m,36 cm,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,marsupium, ,Roxb.,MEXUw-2886,NA,,1488,,,,India,India,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,30 m,68 cm,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,officinalis, ,Jacq.,MEXUw-2887,Ortega González M. ,,NA,,,,Chiapas,México,99/99/1958,NA,NA,1958,Compañia Maderera Maya,,,Palo sangre,Árbol,,20 m,55 cm,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,orbicularis, ,DC.,MEXUw-2888,Williams Liewelyn,,NA,,,,Veracruz,México,99/99/1937,NA,NA,1937,Fiel Museum of Natural History,,,"Sangregado, sangre de toro",Árbol,,,,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,rohrii, ,Vahl,MEXUw-2889,NA,,1478,,,,Veracruz,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,,Árbol,,,,,128,3828,,,,,,,,,,,,
Fabaceae,Pterocarpus,soyauxii, ,Taub.,MEXUw-2890,NA,,NA,,,,NA,República Democrática del Congo,NA,NA,NA,NA,Koninklijk Museum voor Midden-Afrika (Musée Royal de l´ Afrique Centrale),,,,Árbol,,,,,128,3828,,,,,,,,,,,,
Fabaceae,Pterogyne,nitens, ,Tul.,MEXUw-2891,NA,,NA,Caesalpiniaceae,,,Argentina,Argentina,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,Viraro,Árbol,,,,,128,3481,,,,,,,,,,,,
Fabaceae,Mimosa,benthamii, ,J.F. Macbr.,MEXUw-2892,Montaño Arias S. A.,,NA,Mimosaceae,,,Puebla,México, 13/05/2007,13,5,2007,Herbario Metropolitano UAMIZ,,,,,,,,,128,3449,,,,,,,,,,,,
Fabaceae,Mimosa,acantholoba,var. eurycarpa,(B. L. Rob.) Barneby,MEXUw-2893,Montaño Arias S. A.,,R-28,Mimosaceae,,,Oaxaca,México, 20/07/27,20,7,2027,Herbario Metropolitano UAMIZ,,,,,,,3 cm,,128,3449,,,,,,,,,,,,
Fabaceae,Mimosa,bahamensis, ,Benth.,MEXUw-2894,Montaño Arias S. A.,,T-43?,Mimosaceae,,,Yucatán,México, 02/02/2008?,2,2,2008?,Herbario Metropolitano UAMIZ,,,,Árbol pequeño,,,,,127,3449,,,,,,,,,,,,
Fabaceae,Mimosa,hexandra, ,m Micheli.,MEXUw-2895,Montaño Arias S. A.,,R-35,Mimosaceae,,,Oaxaca,México,21/07/2007,21,7,2007,Herbario Metropolitano UAMIZ,,,,,,,,,128,3449,,,,,,,,,,,,
Fabaceae,Mimosa,lacerata, ,Rose,MEXUw-2896,Montaño Arias S. A.,,NA,Mimosaceae,,,Puebla,México,17/07/2006,17,7,2006,Herbario Metropolitano UAMIZ,,,,,,10 m,17 cm,,128,3449,,,,,,,,,,,,
Fabaceae,Mimosa,leucaenoides, ,Benth.,MEXUw-2897,Montaño Arias S. A.,,T-15,Mimosaceae,,,Tamaulipas,México,10/04/2007,10,4,2007,Herbario Metropolitano UAMIZ,,,,,,,,,128,3449,,,,,,,,,,,,
Fabaceae,Mimosa,luisana, ,Brandegee,MEXUw-2898,Montaño Arias S. A.,,NA,Mimosaceae,,,Puebla,México,17/7/2006,17,7,2006,Herbario Metropolitano UAMIZ,,,,,,,,,128,3449,,,,,,,,,,,,
Fabaceae,Mimosa,tenuiflora, ,(Willd.) Poir.,MEXUw-2899,Montaño Arias S. A.,,R-31,Mimosaceae,,,Oaxaca,México,20/07/2007,20,7,2007,Herbario Metropolitano UAMIZ,,,,,,,,,128,3449,,,,,,,,,,,,
Fabaceae,Robinia,pseudoacacia, ,L.,MEXUw-2900,NA,,NA,,,,New York,Estados Unidos Americanos,NA,NA,NA,NA,"College of Environmental Science and Forestry, Syracuse",,,Black locust,Árbol,,,,,128,3733,,,,,,,,,,,,
Fabaceae,Robinia,pseudoacacia, ,L.,MEXUw-2901,Thieret W. John,,987,,,,Indiana,Estados Unidos Americanos,99/99/1954,NA,NA,1954,Fiel Museum of Natural History,,,,Árbol,,,,,128,3733,,,,,,,,,,,,
Fabaceae,Robinia,pseudoacacia, ,L.,MEXUw-2902,Réjean Drouin,,NA,,,,Francia,Francia,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,20 m,85 cm,,128,3733,,,,,,,,,,,,
Fabaceae,Robinia,pseudoacacia, ,L.,MEXUw-2903,NA,,NA,,,,Madrid,España,NA,NA,NA,NA,"Escuela Técnica Superior de Ingenieros de Montes, Madrid, España",,,Falsa acacia,Árbol,,,,,128,3733,,,,,,,,,,,,
Fabaceae,Robinia,pseudoacacia, ,L.,MEXUw-2904,Artola Aguirretxe Imanol,,17,,,,Galicia,España,01/08/2007,1,8,2007,Museo de la Madera de Andueza (Centro de Interpretación de al Madera de Andueza),,,Falsa acacia,Árbol,,,,,128,3733,,,,,,,,,,,,
Fabaceae,Robinia,pseudoacacia, ,L.,MEXUw-2905,NA,,NA,,,,Hellendoorn,Países Bajos,NA,NA,NA,NA,"Rijksuniversiteit te Utrech, Netherlands",,,,Árbol,,10 m,30 cm,,128,3733,,,,,,,,,,,,
Fabaceae,Robinia,pseudoacacia, ,L.,MEXUw-2906,NA,,NA,,,,Österreich,Austria,NA,NA,NA,NA,Abteilung fur Biologische Holzforschung an der Forstlichen Bundesversuchsanstalt,,,Robinie,Árbol,,22 m,100 cm,,128,3733,,,,,,,,,,,,
Fabaceae,Balizia,leucocalyx, ,(Britton & Rose) Barneby & J.W.Grimes,MEXUw-2907,Mc. Clay Clara,,NA,Mimosaceae,Samanea,,Peten,Guatemala,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,,,,128,3441L,,,,,,,,,,,,
Fabaceae,Schizolobium,parahyba, ,(Vell.) S.F. Blake,MEXUw-2908,Carmona V. Tomás F.,,TFCV-020,Caesalpiniaceae,,,Chiapas,México, 15/08/1977,15,8,1977,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,,,"Guanacanto, Guanacastle",Árbol,,,,,128,3550,,,,,,,,,,,,
Fabaceae,Schizolobium,parahyba, ,(Vell.) S.F. Blake,MEXUw-2909,Carmona V. Tomás F.,,TFCV-021,Caesalpiniaceae,,,Chiapas,México, 16/08/1977,16,8,1977,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,,,"Guanacanto, Guanacastle",Árbol,,,,,128,3550,,,,,,,,,,,,
Fabaceae,Schizolobium,parahyba, ,(Vell.) S.F. Blake,MEXUw-2910,NA,,12,Caesalpiniaceae,,,Nicaragua,Nicaragua,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,128,3550,,,,,,,,,,,,
Fabaceae,Schizolobium,parahyba, ,(Vell.) S.F. Blake,MEXUw-2911,Mc. Clay Clara,,NA,Caesalpiniaceae,,,Peten,Guatemala,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,5 m,15 cm,,128,3550,,,,,,,,,,,,
Fabaceae,Schizolobium,parahyba, ,(Vell.) S.F. Blake,MEXUw-2912,NA,,NA,Caesalpiniaceae,,,Chiapas,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,"Guanacanto, Guanacastle",Árbol,,12 m,,,128,3550,,,,,,,,,,,,
Fabaceae,Schizolobium,parahyba, ,(Vell.) S.F. Blake,MEXUw-2913,NA,,NA,Caesalpiniaceae,,,Veracruz,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,"Palo de judio, palo de picho",Árbol,,20 m,50 cm,,128,3550,,,,,,,,,,,,
Fabaceae,Schizolobium,parahyba, ,(Vell.) S.F. Blake,MEXUw-2914,NA,,NA,Caesalpiniaceae,,,Chiapas,México, 24/11/1986,24,11,1986,"Instituto Nacional de Investigaciones Forestales, México",,,"Guanacanto, Guanacastle",Árbol,,20 m,40 cm,,128,3550,,,,,,,,,,,,
Fabaceae,Sindora,klaineana, ,Pierre ex Pellegrin,MEXUw-2915,NA,,NA,Caesalpiniaceae,,,Checoslovaquia,Checoslovaquia,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,128,3492,,,,,,,,,,,,
Fabaceae,Swartzia,cubensis, ,(Britton & P. Wilson) Standl.,MEXUw-2916,Ortega González M.,,NA,,,,Chiapas,México,99/99/1958,NA,NA,1958,Compañia Maderera Maya,,,Palo Azul,Árbol,,,,,128,3574,,,,,,,,,,,,
Fabaceae,Swartzia,cubensis, ,(Britton & P. Wilson) Standl.,MEXUw-2917,Réjean Drouin,,NA,,,,México,México,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,,,,128,3574,,,,,,,,,,,,
Fabaceae,Swartzia,cubensis, ,(Britton & P. Wilson) Standl.,MEXUw-2918,Réjean Drouin,,NA,,,,México,México,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,,,,128,3574,,,,,,,,,,,,
Fabaceae,Swartzia,cubensis, ,(Britton & P. Wilson) Standl.,MEXUw-2919,NA,,NA,,,,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Katalox,Árbol,,,,,128,3574,,,,,,,,,,,,
Fabaceae,Swartzia,cubensis, ,(Britton & P. Wilson) Standl.,MEXUw-2920,NA,,NA,,,,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Katalox,Árbol,,6 m,,,128,3574,,,,,,,,,,,,
Fabaceae,Swartzia,cubensis, ,(Britton & P. Wilson) Standl.,MEXUw-2921,NA,,NA,,,,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Katalox,Árbol,,7 m,22 cm,,128,3574,,,,,,,,,,,,
Fabaceae,Swartzia,cubensis, ,(Britton & P. Wilson) Standl.,MEXUw-2922,NA,,NA,,,,Quintana Roo,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Katalox,Árbol,,7 m,20 cm,,128,3574,,,,,,,,,,,,
Fabaceae,Swartzia,cubensis, ,(Britton & P. Wilson) Standl.,MEXUw-2923,NA,,NA,,,,Campeche,México, 24/11/1986,24,11,1986,"Instituto Nacional de Investigaciones Forestales, México",,,Katalox,Árbol,,,,,128,3574,,,,,,,,,,,,
Fabaceae,Swartzia,leptopetala, ,Benth.,MEXUw-2924,NA,,NA,,,,Brasil,Brasil,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,Muirapixuna,Árbol,,,,,128,3574,,,,,,,,,,,,
Fabaceae,Leptolobium,nitens, ,Vogel,MEXUw-2925,NA,,NA,,Sweetia,,Brasil,Brasil,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,128,3582,,,,,,,,,,,,
Fabaceae,Leptolobium,panamense, ,(Benth.) Sch.Rodr. & A.M.G.Azevedo,MEXUw-2926,NA,,NA,,Sweetia,panamensis,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Cencerro,Árbol,,16 m,34 cm,,128,3582,,,,,,,,,,,,
Fabaceae,Leptolobium,panamense, ,(Benth.) Sch.Rodr. & A.M.G.Azevedo,MEXUw-2927,NA,,NA,,Sweetia,panamensis,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Cencerro,Árbol,,,,,128,3582,,,,,,,,,,,,
Fabaceae,Swartzia,recurva, ,Poepp.,MEXUw-2928,NA,,NA,,,,Brasil,Brasil,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,17 m,37 cm,,128,3574,,,,,,,,,,,,
Fabaceae,Tachigali,sp., ,Aubl.,MEXUw-2929,NA,,NA,Caesalpiniaceae,,,Amazonas,Brasil,NA,NA,NA,NA,Centro de Tecnología Madereira,,,Tachi preto,Árbol,,,,,128,3502,,,,,,,,,,,,
Fabaceae,Tamarindus,indica, ,L.,MEXUw-2930,Wilson F. Archie,,F-22,Caesalpiniaceae,,,Florida,Estados Unidos Americanos,99/99/1952,NA,NA,1952,Fiel Museum of Natural History,,,,Árbol,,,,,128,3508,,,,,,,,,,,,
Fabaceae,Tamaridus,indica, ,L.,MEXUw-2931,Zolá  M.,,2094,Leguminosae,,,NA,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,,,,,,128,3508,,,,,,,,,,,,
Fabaceae,Vatairea,lundellii, ,(Standl.) Killip ex Record,MEXUw-2932,Ortega González M.,,NA,,,,Chiapas,México,99/99/1958,NA,NA,1958,Compañia Maderera Maya,,,"Amargoso, tinco",Árbol,,,,,128,3828B,,,,,,,,,,,,
Fabaceae,Vatairea,lundellii, ,(Standl.) Killip ex Record,MEXUw-2933,Carmona V. Tomás F.,,TFCV-031,,,,Chiapas,México, 23/08/1977,23,8,1977,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,,,"Amargoso, tinco",Árbol,,20 m,,,128,3828B,,,,,,,,,,,,
Fabaceae,Vatairea,lundellii, ,(Standl.) Killip ex Record,MEXUw-2934,Carmona V. Tomás F.,,TFCV-035,,,,Chiapas,México, 23/08/1977,23,8,1977,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,,,"Amargoso, tinco",Árbol,,30 m,50 cm,,128,3828B,,,,,,,,,,,,
Fabaceae,Vatairea,lundellii, ,(Standl.) Killip ex Record,MEXUw-2935,Mc. Clay Clara,,4,,,,Peten,Guatemala,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,128,3828B,,,,,,,,,,,,
Fabaceae,Vatairea,lundellii, ,(Standl.) Killip ex Record,MEXUw-2936,NA,,NA,,,,Chiapas,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,"Amargoso, tinco",Árbol,,,,,128,3828B,,,,,,,,,,,,
Fabaceae,Xylia,xylocarpa,var. xylocarpa,Benth.,MEXUw-2937,NA,,1496,Mimosaceae,,dolabriformis,India,India,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,,,,128,3462,,,,,,,,,,,,
Fagaceae,Castanea,crenata, ,Siebold & Zucc.,MEXUw-2938,NA,,7,,,,Japón,Japón,NA,NA,NA,NA,Fiel Museum of Natural History,,,Runi,Árbol,,,,,62,1891,,,,,,,,,,,,
Fagaceae,Castanea,dentata, ,(Marshall) Borkh.,MEXUw-2939,NA,,NA,,,,New York,Estados Unidos Americanos,NA,NA,NA,NA,"College of Environmental Science and Forestry, Syracuse",,,Chestnut,Árbol,,,,,62,1891,,,,,,,,,,,,
Fagaceae,Castanea,dentata, ,(Marshall) Borkh.,MEXUw-2940,"Nee, Michael",,63024,,,,Wisconsin,Estados Unidos Americanos,25/7/2016,25,7,2016,Missouri Botanical Garden,,,,Árbol,,,,,62,1891,,,,,,,,,,,,
Fagaceae,Castanea,sativa, ,Mill.,MEXUw-2941,NA,,1371,,,,Francia,Francia,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,,,,62,1891,,,,,,,,,,,,
Fagaceae,Castanea,sativa, ,Mill.,MEXUw-2942,NA,,NA,,,,Italia,Francia,1957,NA,NA,1957,Fiel Museum of Natural History,,,,Árbol,,,,,62,1891,,,,,,,,,,,,
Fagaceae,Castanea,sativa, ,Mill.,MEXUw-2943,NA,,NA,,,,Pontevedra,España,NA,NA,NA,NA,"Escuela Técnica Superior de Ingenieros de Montes, Madrid, España",,,Castaño,Árbol,,,,,62,1891,,,,,,,,,,,,
Fagaceae,Castanea,sativa, ,Mill.,MEXUw-2944,Artola Aguirretxe Imanol,,15,,,,Galicia,España,01/08/2007,1,8,2007,Museo de la Madera de Andueza (Centro de Interpretación de al Madera de Andueza),,,Castaño,Árbol,,,,,62,1891,,,,,,,,,,,,
Fagaceae,Castanea,sativa, ,Mill.,MEXUw-2945,NA,,NA,,,,Hellendoorn,Países Bajos,NA,NA,NA,NA,"Rijksuniversiteit te Utrech, Netherlands",,,,Árbol,,,,,62,1891,,,,,,,,,,,,
Fagaceae,Castanea,sativa, ,Mill.,MEXUw-2946,NA,,NA,,,,Österreich,Austria,NA,NA,NA,NA,Abteilung fur Biologische Holzforschung an der Forstlichen Bundesversuchsanstalt,,,Edelkastaine,Árbol,,,,,62,1891,,,,,,,,,,,,
Fagaceae,Castanea,crenata, ,Siebold & Zucc.,MEXUw-2947,C. F. Millspaugh,,NA,,,vulgaris subsp. japonica,Japón,Japón,1904,NA,NA,1904,Fiel Museum of Natural History,,,Kuri,Árbol,,15 m,,,62,1891,,,,,,,,,,,,
Fagaceae,Fagus,grandifolia, ,Ehrh.,MEXUw-2948,NA,,NA,,,atropunicea,New York,Estados Unidos Americanos,NA,NA,NA,NA,"College of Environmental Science and Forestry, Syracuse",,,Beech,Árbol,,,,,128,1890,,,,,,,,,,,,
Fagaceae,Fagus,grandifolia, ,Ehrh.,MEXUw-2949,Réjean Drouin,,NA,,,,Quebec,Canadá,14/5/2009,14,5,2009,Réjean Drouin ,,,,Árbol,,,,,62,1890,,,,,,,,,,,,
Fagaceae,Fagus,grandifolia, ,Ehrh.,MEXUw-2950,Thieret W. John,,962,,,,Indiana,Estados Unidos Americanos, 99/99/1954,NA,NA,1954,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,62,1890,,,,,,,,,,,,
Fagaceae,Fagus,grandifolia, ,Ehrh.,MEXUw-2951,NA,,623617,,,,Canadá,Canadá,NA,NA,NA,NA,Department of Resources and Develpment Forest Producs Laboratories,,,Beech,Árbol,,,,,62,1890,,,,,,,,,,,,
Fagaceae,Fagus,grandifolia,subsp. grandifolia,(Loudon) Fernald & Rehder,MEXUw-2952,Wilson F. Archie,,T-48,,,grandifolia subsp. caroliniana,Texas,Estados Unidos Americanos,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,62,1890,,,,,,,,,,,,
Fagaceae,Fagus,sylvatica, ,L.,MEXUw-2953,NA,,NA,,,,Checoslovaquia,Checoslovaquia,NA,NA,NA,NA,Timber Research and Development Institute (PTw),,,,Árbol,,,,,62,1890,,,,,,,,,,,,
Fagaceae,Fagus,sylvatica, ,L.,MEXUw-2954,NA,,1376,,,,Francia,Francia,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,,,,62,1890,,,,,,,,,,,,
Fagaceae,Fagus,sylvatica, ,L.,MEXUw-2955,Réjean Drouin,,NA,,,,NA,Europa,14/5/2009,14,5,2009,Réjean Drouin ,,,,Árbol,,4 m,,,62,1890,,,,,,,,,,,,
